iter	Logloss
348	0.1685436159
349	0.1681815648
350	0.16784883
351	0.1673317294
352	0.1671029703
353	0.1667502739
354	0.1664075201
355	0.1658722804
356	0.1653793926
357	0.1650457659
358	0.1645473437
359	0.1641491581
360	0.1637561027
361	0.1634565902
362	0.1630644805
363	0.1627415419
364	0.1623630489
365	0.1621044794
366	0.1617227463
367	0.1614225415
368	0.1610697633
369	0.1606644782
370	0.1604038428
371	0.1600441366
372	0.1596247406
373	0.1593244248
374	0.1588824147
375	0.1585631585
376	0.1580568317
377	0.157684003
378	0.1573196982
379	0.1570858121
380	0.1568898826
381	0.1565431874
382	0.1560344427
383	0.1558011707
384	0.1555020476
385	0.1551221122
386	0.1547194802
387	0.1543810519
388	0.1542224133
389	0.153852879
390	0.1536832422
391	0.1534118664
392	0.1530877314
393	0.1526720682
394	0.1524238367
395	0.1521330641
396	0.1517293418
397	0.1514501209
398	0.1511145628
399	0.1507414715
400	0.1505631277
401	0.150095249
402	0.1497215276
403	0.1491375727
404	0.148859648
405	0.1486366385
406	0.1482487722
407	0.147889395
408	0.1476684426
409	0.1471879122
410	0.1466817131
411	0.1462427496
412	0.1458443522
413	0.1456255642
414	0.145404263
415	0.1451314199
416	0.1447463576
417	0.1445061123
418	0.1441011283
419	0.1438853787
420	0.1436473656
421	0.1434343395
422	0.1430748986
423	0.1428069286
424	0.1424698779
425	0.1422436
426	0.1419132678
427	0.1415823906
428	0.1411184338
429	0.140816365
430	0.1406878778
431	0.1403072807
432	0.1400087046
433	0.1397121328
434	0.1393036299
435	0.13905183
436	0.138756032
437	0.1384777315
438	0.1379834051
439	0.1376163786
440	0.1372194669
441	0.1369437132
442	0.1367806093
443	0.1364188441
444	0.1361390245
445	0.1358101415
446	0.1355789677
447	0.1353824231
448	0.1350238035
449	0.1346608633
450	0.1344003969
451	0.1341940197
452	0.133556647
453	0.1332663649
454	0.1330173016
455	0.1327758703
456	0.1324362895
457	0.1322765102
458	0.1319568729
459	0.1317633887
460	0.1315281461
461	0.1311574441
462	0.1309307442
463	0.1306554675
464	0.1303538977
465	0.1299748863
466	0.1295986033
467	0.1293589782
468	0.1290292068
469	0.128738499
470	0.1283299561
471	0.127880009
472	0.1277008644
473	0.1273433615
474	0.1271358757
475	0.1270028371
476	0.1266293505
477	0.1263204099
478	0.1260482766
479	0.1258356537
480	0.1255964846
481	0.1252891709
482	0.1250860089
483	0.1246422038
484	0.1244594408
485	0.124338252
486	0.1241202943
487	0.1237833735
488	0.1235743243
489	0.1232103912
490	0.1230959992
491	0.1226619839
492	0.1223955835
493	0.1221794571
494	0.1219369831
495	0.1216386374
496	0.1213458845
497	0.1210950311
498	0.1206697792
499	0.1204562422
500	0.1201350476
501	0.1198483181
502	0.1196150662
503	0.1192907636
504	0.1190750643
505	0.1187448158
506	0.1184230165
507	0.1180617352
508	0.1177438731
509	0.1176242978
510	0.1174632076
511	0.1172172069
512	0.1169989012
513	0.1167988885
514	0.1165480522
515	0.11629313
516	0.1160304144
517	0.1158089534
518	0.1156464612
519	0.1154724437
520	0.1153545604
521	0.1150622589
522	0.1148803664
523	0.1146806062
524	0.1145539921
525	0.1143030581
526	0.1140588265
527	0.1139281975
528	0.1136911861
529	0.1134984577
530	0.113187405
531	0.1128016737
532	0.1125593291
533	0.1122975474
534	0.1121483669
535	0.1119859501
536	0.1118115924
537	0.1115731723
538	0.1112245569
539	0.1110125498
540	0.1108663649
541	0.1105645017
542	0.1104046432
543	0.1102370214
544	0.1099193789
545	0.1095947106
546	0.1092975165
547	0.1091047432
548	0.1089113913
549	0.1087686412
550	0.1086042748
551	0.1084535362
552	0.1082223386
553	0.1079410398
554	0.1077916028
555	0.1076677556
556	0.1074891696
557	0.1073051209
558	0.106978864
559	0.1067571045
560	0.1065682288
561	0.1063907515
562	0.1062155408
563	0.1059684189
564	0.1058094279
565	0.1056086822
566	0.1054126628
567	0.1052519075
568	0.1049705934
569	0.1047286998
570	0.1045040646
571	0.1043539951
572	0.1042428995
573	0.1040745883
574	0.1037576563
575	0.1036665861
576	0.1035639899
577	0.1034615007
578	0.1032660025
579	0.1029971888
580	0.1027900049
581	0.1026475382
